,0
495,Jonathan Martin will slip through the cracks but the next NBA ready point guard for Kentucky or Kansas or UCLA will… https://t.co/iptC7y0Yab
496,Turns out bespectacled owl cannot type therefore doesn't have a Twitter #sad https://t.co/gdfAWGFLHe
497,@thejsaddison @MissTree18 @EricTrump @DonaldJTrumpJr @realDonaldTrump @FoxNews Don’t go too hard on her. Her bio ju… https://t.co/i3S7p8sigk
498,Janice. It's night time there. Have another wine and cry yourself to sleep in the forlorn hope tomorrow will be bet… https://t.co/2zCHjWxpUP
499,This is the second time he's out religion into government. #unacceptable #sad @ScottPruittOK NOT OK.  https://t.co/v8w0tnRs2q
500,"#stupidity comes in all forms
#sad https://t.co/2TwXDXnawS"
501,So how many guilty pleas is Muller up to?  Yet many on the right still think its a witch hunt and Trump did nothin… https://t.co/ASRZJd0VMa
502,"Transcranial magnetic stimulation (TMS): Hope for stubborn depression https://t.co/hddqKmrDlE

#depression #tms #sad #mentalhealth"
503,"As one would expect there's been a sharp increase in school threats via phone or social media.

Common sense has c… https://t.co/DNggeQ0EdR"
504,As Clintons continue to help millions of disadvantaged persons around the world where there are no cameras Trump… https://t.co/OHjFulSH2U
505,@mi2guys @Gibbsdithers @MnNewz @NC_24 @Snitfit @dbongino @Cernovich @RealJamesWoods @thebradfordfile… https://t.co/Cj3Q3A6hH9
506, @real_asw2: #sad that cons can't see how unAmerican it is to call for their political opponents to be locked up. That's what Putin does!…
507,#sad that cons can't see how unAmerican it is to call for their political opponents to be locked up. That's what Pu… https://t.co/cSRahkBzOx
508, @CorchMark: Come on North Crowley yall are wrong for this! #SAD https://t.co/t7LoeY1qTH
509, @canesfanoutwest: @FoxNews @SecretService @WhiteHouse Will somebody just let Hillary in already. #sad
510,@PetterSolbergn @leshaneco @SecretService So much projection moron #sad https://t.co/f2TGlud9FX
511,"#SAD and #TRUE 
so #GLAD we were too #poor to have #cable when I was young https://t.co/1Z4GTH6iIB"
512," @zenzurzb24: #SeeingIsBelieving
#KindnessMatters
#Hunger
#Silience
#Poverty
#Homeless
#Helpless
#Charity
#Sad
#ACT4JUSCTICE 
#SundayLess…"
513,@IngrahamAngle Bitch! He committed several crimes! What don’t you get?! You’ll defend the rapist over the victim. I… https://t.co/QoknvaYDWb
514,@AnthonyScarramu @realDonaldTrump Really? Did a #Dreamer get your WH job after you were canned or is your ex wife n… https://t.co/BYYT71GcdX
515,@Bakari_Sellers “Coming Attraction! Special Rick Gates Soccer Apperance! Limited Availabilty! Buy Your Tickets Now!… https://t.co/Mi6JtLcVfx
516,Just finished watching the @Cimorelliband live livestream and I always feel left out because they never answer my q… https://t.co/JNlJju06ws
517,#Truth and VERY #Sad https://t.co/VUw3CERtIf
518,@NWSTopeka We made a post about the sun and wearing sunglasses because we haven't seen it in a while and then it we… https://t.co/crfyd2FaVZ
519,@OwenBenjamin Not an original or independent thought between them. #sad
520,@FoxNews @EricTrump @IngrahamAngle A dummy and a racist bully on the screen at the same time... No one buys this ga… https://t.co/y7iacZfGL3
521," @KGBr67: Secret Service has identified woman who rammed the White House Barrier.

#Sad https://t.co/HBtUPH3vSD"
522,@emirates seems to be going down in service. Impatient crew who speak to passengers like dirt. Headphones not worki… https://t.co/AChz24xtAM
523,@stoolpresidente I’m with you I’m a huge jimmy Buffett guy too. Guy sings about getting drunk and high banging chi… https://t.co/wW4pdITs7Y
524,"@DLoesch Signs of a potential #Americancarnage :
1)#AltRight continue to permit open access to rapid fire weapons
2… https://t.co/x20kBOqM4T"
525,River Banks of Drained Beliefs by The Enigma @all_poetry https://t.co/eoDxZLCJ3g #poem #poems #poetry #poet… https://t.co/VkMAG7mH4m
526,"Secret Service has identified woman who rammed the White House Barrier.

#Sad https://t.co/HBtUPH3vSD"
527," @LesleyRiddoch: Back at the PhD on a Friday night. #sad #determined So here's another gr8 quote fm Norway; ""We are from a different coun…"
528,@realDonaldTrump What is her task/purpose? Why is your daughter representing me? I don’t like it one bit. She shoul… https://t.co/ONeUdABxBp
529,#sad upset tired cartoon hangover depressed bravest warriors exhausted via Giphy https://t.co/ae8kFvl3og https://t.co/40E4eaVrc5
530,@realDonaldTrump YOU destoyed DACA protections NOT the Dems!  Geez if you're too old and feeble-minded to remembe… https://t.co/FIZxrIOnWR
531,@d0rivn On social media?? 😂 #sad
532,"Deleted #snapchat 
This absurd ""update"" is #snapchatisoverparty
The headstone is being engraved for #snapchatdown… https://t.co/S3PnGai0Ce"
533,@realDonaldTrump @CNN @TuckerCarlson Wow!!!  Hysterical!!!  You had notes in your hand so you could make “appropria… https://t.co/xBkhrXDXAy
534,@roshtweets_ Wow this is what is wrong w America! Glorifying a wpn that's sole purpose is to kill #sad & we just h… https://t.co/o8wo8HTslz
535,Begging for bread: A Greek family under austerity @AJENews  https://t.co/WjMcMqJlJI  - Meanwhile in Oakleigh Melbou… https://t.co/if2h0LYVW6
536,@ericfisher @wbz I reject your forecast bring back the 70s!  I was sick Mon-Wed and didn't get to enjoy it at all! #SAD #SpringIsClose
537,Have you been affected by Seasonal Affective Disorder? The dark days and cold weather likely affect us more than we… https://t.co/x6R3uV7kcu
538,@_juliannemoore @AppleTV @Google @amazon @DIRECTV @RokuPlayer You're a stooge and an ignorant one too #sad
539,@seanhannity After 9/11 happened did America ban Boeing 747 airplanes? No they added security at the airport. Poli… https://t.co/UCT3MBVhur
540,@bcuza Considering he was the NY AG and son of a 3-term Gov. that worked for his daddy letting Percoco use his gov… https://t.co/40upLa4xmd
541,@MattGertz #FoxNews is very crooked. #Sad #Pathetic
542,Having to stay extra hours at work ugh I just wanna be home cuddling my little sloth streaming some #Wow #sad… https://t.co/L9R8vTZN4H
543,#sad the White House and the US Capitol are both a #GunFreeZone - I think this is stepping on the rights of insanel… https://t.co/3nyU4a0j8p
544,"@MrTommyCampbell @realDonaldTrump @WhiteHouse Wow Tommy. A lot of ""patriots"" with small dicks and an overwhelming f… https://t.co/gfCNRiUZYn"
545,"Looks like #Dallas traded in all their Cowboy Hats for #PussyHats.
#Liberals destroy everything they touch like a p… https://t.co/5V6TK3g6gd"
546, @Odiethedog1978: No pie? Awwwww. #sad #pie #dumb #pieless #dogsoftwitter https://t.co/TbRaIL8plY
547,Looking at the @bbcweather app for next week the temperatures seem all wrong. I don't think it will get about freez… https://t.co/1cQe2QKIzO
548,Come on North Crowley yall are wrong for this! #SAD https://t.co/t7LoeY1qTH
549,I finally get an email. Like real mail. It's a rejection from something I sent months ago. :.( #sad
550,@AP South Carolina is a #Sad State it doesn’t surprise me. Still have a lot of plantation houses and with that mind… https://t.co/RLEsf7Llow
551,"Silly woman goes from racial statements to picking on teenagers...

#sad https://t.co/OQNFEumBfc"
552,Only time the @FLOTUS show her face is when we have foreign Nationals!  #Sad!! https://t.co/Gq6NCly0ti
553,So I broke down and am watching #GH14000 I didn't see anyone mention Carly telling Jason the reason #SaD got marrie… https://t.co/JHmoOCNlwL
554,#sad The disgrace in our White House. https://t.co/EtdW4MO1KA
555,"Enjoy your last two months of unrestricted internet: The FCC just made net neutrality repeal official #SmartNews 
a… https://t.co/DYsFQifcA2"
556,@m_falkowski HOW CAN YOU LIVE WITH YOURSELF ? LIARS GO TO HELL TO ? YOU DIY #DEMORAT !!! @ICEgov WILL BE TALKING… https://t.co/XSlqzGCvMU
557,@FoxNews @ABC  @maddow  Why are we not #DIGGING just as deep into the political pit of #DESPAIR for HillaryLynchH… https://t.co/BjUXn0mZzP
558, @GamblingCARE: Seasonal Affective Disorder or #SAD is a type of depression that typically starts in the late fall/early winter and goe…
559,@thehill Why in the world would this even be an issue? @realDonaldTrump is so insecure with his tiny hands he has t… https://t.co/nvi1wvLvDK
560, @vicbergquist: My Friday night. CSS Grid with CSS Grid. #sad 😂 #cssgrid #codepen https://t.co/1y75igTtJO https://t.co/VdQPSJRBcM
561, @KauligRacing: When you’re reminded @ShannonSpake called you a junior last week. #sad ☹️ https://t.co/wDztLkpZnn
562,No pie? Awwwww. #sad #pie #dumb #pieless #dogsoftwitter https://t.co/TbRaIL8plY
563,@MarkSimoneNY you really don't understand that these indictments and guilty pleas are to obtain cooperation in something deeper? #sad
564," @zenzurzb24: #SeeingIsBelieving
#KindnessMatters
#Hunger
#Silience
#Poverty
#Homeless
#Helpless
#Charity
#Sad
#ACT4JUSCTICE 
#SundayLess…"
565,Dont think @MarthaStewart would have burnt my roll and told me I couldn't get it without peppers even thought 2 da… https://t.co/TYTPanC8NW
566,I lost my Beats #sad #MWrSp182
567, @KelseyFionaBich: I picked this daisy earlier and put it on my Grandmas grave ❤️😭#Sad #DeadGrandma #HotBabes #HornyGirl https://t.co/m4l…
568,@CNN Damn that's the only thing CNN could pull out of all those words there were many many other words and that… https://t.co/iDjq5UtdRs
569,"A: Okay Dave just calm down...you're pissing people off man!  

Me: Oh really? Guess I need to double my efforts..… https://t.co/ACIxIhdzQP"
570," @LesleyRiddoch: Back at the PhD on a Friday night. #sad #determined So here's another gr8 quote fm Norway; ""We are from a different coun…"
571,Just danced the full Macarena totally alone in my living room ... I need a hobby. #sad #butfun #classic
572," @LesleyRiddoch: Back at the PhD on a Friday night. #sad #determined So here's another gr8 quote fm Norway; ""We are from a different coun…"
573,Having a tough time with #depression? Watch depression self-help ideas that work at https://t.co/KpqambXbFM… https://t.co/SgaKyjLwCl
574,@DLoesch I can’t believe what has come out of your mouth the last couple of days..Maybe if your kids were in that s… https://t.co/h09qGKgcQ7
575,@JonHeyman Can’t believe how many heartless people feel jokes are in order here #sad
576, @yorkshirerows: Blown away with reviews of #Bestseller #fourmumsinaboat #inspiring #motivating #hilarious #sad -keep comments coming @HQ…
577,My Friday night. CSS Grid with CSS Grid. #sad 😂 #cssgrid #codepen https://t.co/1y75igTtJO https://t.co/VdQPSJRBcM
578, @govopeck: It’s adorable how @CNN Democrats and uninformed teenagers are trying to scapegoat the @NRA for the #ParklandShooting. #sad #…
579,@DailyCaller So transparent! #SAD
580, @govopeck: It’s adorable how @CNN Democrats and uninformed teenagers are trying to scapegoat the @NRA for the #ParklandShooting. #sad #…
581,"Pretty Girl (+Speedpaint)
Watch the speedpaint here: https://t.co/3V4m2MGqTU
#sad #pretty #speedpaint https://t.co/SinLK8efi7"
582,This is what people like @realDonaldTrump @RepWalorski @SenToddYoung @VP @NRA @CPAC @IngrahamAngle @seanhannity cre… https://t.co/TmEwX4LgdA
583,@WKYT I continue to trust the FBI. WKYT- trying to undermine the credibility of law enforcement and create divide.....#sad
584, @KauligRacing: When you’re reminded @ShannonSpake called you a junior last week. #sad ☹️ https://t.co/wDztLkpZnn
585,So bored and sad.. someone message me to cheer me up.. 😔💕 #depressed #depressedgirl #sad #sadgirl #unhappy… https://t.co/O15ugJE1VW
586," @LesleyRiddoch: Back at the PhD on a Friday night. #sad #determined So here's another gr8 quote fm Norway; ""We are from a different coun…"
587,Isn't getting an opportunity for college degree enough payment? Go pro if you want to get paid #SAD https://t.co/kiCe6nQ7kP
588,@SecretService @JackKingston Y’all know how this happened right?! Some Career School Type person was listening to… https://t.co/WfsU5j7PnH
589," @LesleyRiddoch: Back at the PhD on a Friday night. #sad #determined So here's another gr8 quote fm Norway; ""We are from a different coun…"
590,"@Alfred47412469 Your statement and my statement are equally true #SAD
#dumbdeplorables https://t.co/9e0loHcCmI"
591,@verge Can we all stop calling this technology wireless?  It's a charging pad people! #fakenews #sad;-) @verge https://t.co/fWJyftZgc3
592,@kathygriffin All their sheets look like Casey Affleck's stylist designed them. #SAD
593,@valentineomine @lucyferloo @JohnJHarwood @FLOTUS Trashy. Not to mention she took jobs away from American born Tras… https://t.co/wFDqyy8syc
594," @LesleyRiddoch: Back at the PhD on a Friday night. #sad #determined So here's another gr8 quote fm Norway; ""We are from a different coun…"
595, @shaneh_123: .@McDonalds just curious why switch away from the Styrofoam cups?? #sad
596,"oh hello i made a twitter plz follow me so you can see me complaining about life coz i have no friends
#sad… https://t.co/g3O5fvrCTT"
597,@FoxNews @SecretService @WhiteHouse Will somebody just let Hillary in already. #sad
598," @LesleyRiddoch: Back at the PhD on a Friday night. #sad #determined So here's another gr8 quote fm Norway; ""We are from a different coun…"
599, @KelseyFionaBich: I picked this daisy earlier and put it on my Grandmas grave ❤️😭#Sad #DeadGrandma #HotBabes #HornyGirl https://t.co/m4l…
600,@JoeNBC Is there a guideline based on salary earned during your working career that someone making above $200000.0… https://t.co/CNTuuKRiq9
601,@TheRightOfRight @MarwaBalkar @realDonaldTrump @WhiteHouse Because the Republican't congress and the NRA ( Not Real… https://t.co/WBYYYj16d0
602,@WalmartNewsroom REALLY!?!?!!!! #SAD 😥😪😥 https://t.co/2m6id2VAwC
603,@CaseyLind @nytimes @realDonaldTrump As is typical for a narrow-visioned Dem/Lib you refuse to see the whole pictu… https://t.co/gJmy1N94TJ
604,"I think the world would be a better place if people were honest with themselves
#sad"
605,@leshaneco @SecretService Army standards so low they let trash like you in #sad
606,The smile that people wear isn't always a true smile. Some people fake smile to hide their emotions because some pe… https://t.co/36TadcLaNz
607, @jeffgarrett1999: @browardsheriff And I'm all about backing the blue. But have some accountability. It is embarrassing and #SAD
608,And as the woman choosing to take him back know this: he's only doing it because he feels guilty. Now the goal of… https://t.co/3Fs4aTA5jR
609,@OMGno2trump True but they're full of black and brown people which Republicans and NRA members find more terrifyi… https://t.co/LiJ32XMZoK
610,So there are supporters of our rival club that prefer to see their team LOSE than to win a big match and help us o… https://t.co/tr5eSkPvvS
611,@SolomonYue @Keith__REDMOND @newmant360 @JCDoubleTaxed @BlueOce75953561 @CrossBriton @SwissTechie @MRamosDC… https://t.co/hDAcmDZ8bX
612,"-you knew exactly what you were doing and that’s what hurt the most🌪
——————————————————-
#suicide #sad #depression… https://t.co/uFjvAUA4cn"
613,Wow have the Windham NH 4th Q of 2017 Report on my Selectmen agenda 2/26 ! Some people should move on #sad #littlelate
614,Old adage.... can’t educate stupid... obviously still remains. #sad https://t.co/W3d8fMpSqv
615,@RileyPit @valentinifrank @nathanvarni @ABCNetwork @MichelleAltman1 Whaaat??? where? Love Robert's returning rumors… https://t.co/eGNkyuwIBF
616,Lol #Brewers. Your whole season is gonna be like this. #Sad
617,I think my period started #whichmeans I'm not #pregnant #whichmeans my man will be #sad
618,@IngrahamAngle Don't do the crime if you can't do the time! #sad
619,"Is it possible that William Gaddis was talking about @KMCRadio when he said ""Stupidity is the deliberate cultivati… https://t.co/egpB0vpVH9"
620,Found this card junked in my wallet and realized I haven’t claimed my half chicken #damn #sad #deep… https://t.co/oZfYKGnUGm
621,Hey @HidrateSpark - I’ve only had my bottle for a week and the battery says it need to be replaced? Also the black… https://t.co/UicAiy86tR
622,When your mom has more twitter followers than you... #sad
623,Today marks the day that Snapchat finally caught me. I must accept defeat. There is no going back to the way things used to be. #sad
624,@browardsheriff And I'm all about backing the blue. But have some accountability. It is embarrassing and #SAD
625," @LesleyRiddoch: Back at the PhD on a Friday night. #sad #determined So here's another gr8 quote fm Norway; ""We are from a different coun…"
626,Seasonal Affective Disorder or #SAD is a type of depression that typically starts in the late fall/early winter a… https://t.co/AnAZe95h4G
627,So sad when u tried to convince ur friend to watch a show u liked but they never gonna watch it. #sad
628," @LesleyRiddoch: Back at the PhD on a Friday night. #sad #determined So here's another gr8 quote fm Norway; ""We are from a different coun…"
629,Left work #crying because I always seem to inconvenience my #husband when it comes to anything lately #sad #depressed
630,@jkm563 My spelling is so bad that spellcheck doesn’t even recognize my misspellings. #Sad
631,@Rivi1212 @symantec @MetLife @NRA @FedEx @UPS @USPS Russian troll? Talk about have nothing creative to say #sad go… https://t.co/qvJZS8tbVR
632,"Can #LightTherapy Help with #SAD - #Depression? 
https://t.co/mldWFuskLm 
#NIMH has used LightTherapy with SUCCESS… https://t.co/6YwjPrZc0n"
633,Why do horrible things have to happen to the best people? Life isn't fair. #sad #praying
634,"Eddie Amoo from #British band The Real Thing passed away

#news #musicnews #death #RestInPeace #EddieAmoo #artist… https://t.co/eOIN8bsPH5"
635,@Evan_McMullin @MalcolmNance I thought he WAS talking about himself.  Self-deprecating humor?  #sad
636,@shannonrwatts What I Said! #Sad #BanAssaultWeaponsNow
637,"Back at the PhD on a Friday night. #sad #determined So here's another gr8 quote fm Norway; ""We are from a different… https://t.co/Yx0AAO9ajb"
638,@LindaHarr4 @charliekirk11 @S_E_1026 You seem really confused about what the US government is and has been up to. #Sad
639,@SplitElement @KamalaHarris @realDonaldTrump governs and cries via twitter not Kamala. #sad
640,Check my Shawtys latest Music Video 🌹 #support #sadboy #BIGHEA #emotional #upcomingartist  #weekendvibes #roses… https://t.co/XcCVOfaIw7
641,@Furiousgrg @symantec @MetLife @NRA @FedEx @UPS @USPS HAHAHA!! These russian trolls really have nothing creative to say. #sad
642,@h0t_p0ppy so very sad...#sad!
643,@BuzzFeedNews Everytime he opens his mouth he proves what a colossal moron he is. This country is screwed.  #NRAPuppet    #SAD
644,scot peterson was school cop of the year #sad
645,What does #TSA do when you are actively being threaten at @LASairport? Nothing! Verbally assaulted and threatened #metroPD made excuses #sad
646,*aren’t #sad
647,Seasonal Affective Disorder affects up to 10% of the population depending on the geographic region. Fight it with t… https://t.co/fwUxNAD41y
648,Another example of how idiotic @YahooFinance and @FortuneMagazine are — no one deserves $638M when @Snapchat can si… https://t.co/gTa1J7GRzf
649,@AriMelber Coming To A Richmond VA Soccer Game Soon!!!! “Rick Gates!  ****Limited Number of appearances to be dete… https://t.co/5gTfZRSLO7
650,@DuaineRoberts @thecharliegold @moworldwide I never said they weren’t hits I said that Murphy wasn’t as productive… https://t.co/FGVvKtMn05
651,True and so #Sad for America that trump occupies our #WhiteHouse https://t.co/7yP9a64Hlz
652,Lately I've been being less active. I'm #sad hardly anybody reacts to MY tweets even when I tweet about #struggling… https://t.co/aqi8KUTABp
653,@marcorubio So going down with the ship are we?  #sad
654,@costareports Coming To A Richmond VA Soccer Game Soon!!!! “Rick Gates!  ****Limited Number of appearances to be d… https://t.co/Gun0VdIkEX
655,Coming To A Richmond VA Soccer Game Soon!!!! “Rick Gates!  ****Limited Number of appearances to be determined by F… https://t.co/703LpYc4Y5
656,@nolanw_campbell You should be so many of your country men are going to die from gun violence when they don’t need… https://t.co/LVzL5Alm5r
657,@RepStefanik @congressfdn You nominated yourself. #sad
658,@enterprisecares @MamaBear64 Thanks for letting us know your bias @Enterprisecares!  You lost a HUGE business custo… https://t.co/Ip2xMc4qGa
659, @Jade_Buddha1: Did anyone else notice how Sam was fidgeting uncomfortably with her #sad wedding ring during her chat with Jason?  Dr. Fr…
660,@thehill Not a real church.  More like a social political organization pursuing social and political agenda's in th… https://t.co/sWsXA65PE6
661,"@Battlefield @PeterSMK2 it's unplayable.....  #FixTheFnGame   like Trumpenstein would say #Sad   

just make recove… https://t.co/2eoCPdXCth"
662,#sad #sadday #days PastPresentFuture in 1 site:Is Modern World's woe due to clash of 1st instinct-sex & 2nd-siblings https://t.co/qqiXaARuB1
663,New @PostMalone song is so good I'm play it 75 times today and be sick of it by tomorrow #sad.
664,3.  So we are going to worry about someone who identifies with the opposite gender peeing in the closed door stall… https://t.co/8LfRpSxOJC
665,#boycottNRA... GOP NRA KOCH Brothers rope in good looking women to do their dirty work... These women also fall f… https://t.co/txpAQHq13b
666,Seasonal Affective Disorder: It's More Than a Feeling https://t.co/PdOvlDYvH5 #SAD #seasonalaffectivedisorder #motherhood #winterblues
667,@KMCRadio @kurteichenwald and calling out @JasonKander ....for not being a 5 star general? #SAD
668,I don’t understand why it took jimmy Johns 45 minuets to deliver a sandwich. I live 2 miles away. Probably would ha… https://t.co/9EvxVZ0Mpv
669,This is a sad day... I have lost over 20 followers #sad #twitter #killmenow
670,@lauren_hoggs @PreetBharara @FLOTUS @DonaldJTrumpJr @lauren_hoggs I’m so sorry you are having to endure this hate a… https://t.co/TGsfjSqblO
671,Me thinks Paul Manafort better start working on that Terminal Illness soon! #ImpeachTrumpNow #sad #Manafort
672,@FoxNews @GeraldoRivera @POTUS Sure What happened to Geraldo ?? #sad #pathetic
673, @Biff308: @bbusa617 @USATurboman @jaketapper proved his worth no longer can he say he’s a  journalist.   #Sad
674,"He hates me... 😔
I tried so many times for his SSR... but I only got the SR I missed... 
And out of 10+ Pulls... I… https://t.co/WmvaRDryOy"
675,"The #NRA is like ISIS brainwashed and beholden to a distorted view of religion and country

#Sad #Parkland… https://t.co/gDzSN28Wsf"
676,@RepAdamSchiff We were told at work that if someone came in with a gun we should throw a stapler at his hand to mak… https://t.co/fWoRNYxCJk
677,@RhondasGotThis @womensmarch The Trump administration believe that vaginas should be grabbed and not heard since t… https://t.co/507b75ZNY7
678,"@natanael_zc @SpangBus @scrowder @MMFlint I'm talking about him trending a anti-Trump rally put on by RUSSIANS 
Yes… https://t.co/FkCKGj84E7"
679,I assume @realDonaldTrump thinks that if one doesn’t take a federal salaryit’s ok not to have or be able to attain… https://t.co/RVaaUSJMk9
680,@washingtonpost Americans miss a newsworthy @washingtonpost ... #Sad
681,I really REALLY want @JuvaLips but this bitch does not have over $100 of expendable income #sad #nobiglipsforme
682,@realDonaldTrump Seriously? She has no experience skill values morals or knowledge. She does not represent my family. #sad
683,Yo @POTUS Way to “One Up” The Australian PM at the finish! You Beat The Buzzer! (Reminds me of lil shits that photo… https://t.co/SIN3Npo5PC
684,She was awake.  #Sad  #BBLife  #Tuscola https://t.co/x2Nl1ztwmo
685,@MikeTotti10 @KathyDuke65 @ForeverLogical @realDonaldTrump @NRA Are you as pathetic as your gif??? Stupid question… https://t.co/JZ8yVK9kBE
686,I normally don't care how many followers anyone has. Quality &gt; quantity after all. But if you spam me with some sl… https://t.co/AqMkAuRahT
687,@Facts_OverFeels @jaketapper Nope just a normal human being who doesn't spend her day over on a Fox twitter feed cr… https://t.co/Ozrtkuq2Un
688,Anyone who engages with Trump ends up destroyed humiliated and career-less. Good luck with that Malcolm Turnbull.… https://t.co/4cVyzJkKQF
689,What's sad is that a national treasure such as @HamillHimself has had to wait this long to get recognized by the co… https://t.co/3xIrOIiWjp
690,@JR8Ramirez was watching @Power_STARZ the other day and man I still can’t believe you won’t be in the new season #Sad
691,@HuffPost She would certainly know a lot about herpes. #douche #sad
692,I don’t have yes network and I can’t watch yankees baseball😪 #sad
693,"@TheEconomist Your magazine is called ""The Economist"" yet you have no grasp of the concept of per capita. #Sad."
694,@geoffmang I really wanted to see Radiohead but that was too much money. I can travel up and down the east coast a… https://t.co/PMa9WnjKbC
695,@Dogtrouser_PI @cats2home His mate Vlad could Putin a word but Mueller don’t care so much for him as tRump. #sad 😂😂😂😂
696,@MSNBC @realDonaldTrump is a small little man for bashing the security guard at the school when he knows full well… https://t.co/PULOo6rqYL
697, @Sarafffina: So far the only good thing about this ep is we aren’t being forced to watch #SaD. So sick of the Samster coddling Andy and…
698,@swegner10 The Keurig effect #sad
699,"W looks like a genius compared to Trump.

@GOP #sad"
700,So far the only good thing about this ep is we aren’t being forced to watch #SaD. So sick of the Samster coddling A… https://t.co/BaruodAqV5
701,This day is shit I lost two really good friends #sad #friends #SayNoToRacism
702,"Or “Listen these security guards don’t love these kids”
Justifying arming teachers with guns. #Sad #banassaultweapons"
703,@IngrahamAngle Teens got you & your racist network running #sad
704,@realDonaldTrump Don't you have anything better to do than to just sit there on the toilet and tweet lies all day?… https://t.co/5ceoZHesOo
705,"@thehill Lmfao

Soros tricked him into tying up some chick during an affair and taking pictures of her and threaten… https://t.co/HMzHWWQl0J"
706,"""Proud White Christian Man"" with a small penis. #Sad https://t.co/JEieise57D"
707,"The dance of the dead
It's all in your head

#harbor #rain #sad #death #walking #dead #punk #not… https://t.co/JlPWPZHBHo"
708,@BeauWillimon @NRA @GOP YES! The REAL issue is NRA campaign contributions Trump got $30000000. Let that figure sink in. #Sad
709,#FridayFeeling Would someone please teach @realDonaldTrump how to shake hands?  I just watched @DonnyTwoScoops yank… https://t.co/hX0MJ9vkHs
710,@JamieHeltman It shows somebody hasn't been doing their homework. Which Southern state are you in brah? Ok Al or T… https://t.co/nVK74Rd34a
711, @Jade_Buddha1: Did anyone else notice how Sam was fidgeting uncomfortably with her #sad wedding ring during her chat with Jason?  Dr. Fr…
712,@realDonaldTrump If you worked half as hard as you covering your bald head we’d be in great shape as a nation. Sadl… https://t.co/PoVfmhtVzr
713,Oh dear. Poor Nic. I don't think they were very fair to do that to her #archers #ambridge #sepsis #sad
714,@jamscreator Yes. I sure did!  I truly hope there is more to the story.  I could not imagine not going in to help t… https://t.co/P49oPMsPs0
715,@ShomahKhoobi @Agateer Not other ppl..just YOURS & ur #sad pathetic childhood bud. 😎
716,@BreitbartNews CNN town hall meeting was a disgrace. The younger generation has no morals  values not even respec… https://t.co/LAWR4OVQIm
717,Have CNN open on my desktop. Australia's Malcom Turnbull sounds like an intelligent leader. Meanwhile an orange mu… https://t.co/13iC2IBrlc
718,@realDonaldTrump You are not allowed to fuck her #sad
719,Wow this should be a wake up call to all American voters. #Sad https://t.co/9oJX0D0Y5J
720, @nvas21: #sad to hear such rhetoric that suggests rebuilding the Ottoman Empire #greece #aegean #turkey https://t.co/A7A2FIGuZR
721,"@Facts_OverFeels @jaketapper My school does not allow it. Maybe you should get a ""life"" and stop trolling people on… https://t.co/2MJHwEvXEX"
722," @Peggysue21Adams: 🔥If you know you won't win by the rules guess you change or ignore them like @GovScottWalker ! 
#Sad 
#VoteGOPOut
#Bl…"
723,republicans claiming their hurt fee-fees are why they get to attack and vilify and demonize 14-15 year old children… https://t.co/u4kqnvnTz5
724,@kentcdodds Can’t agree more... Sometimes I feel companies are so worried about what you know that forget about fin… https://t.co/7zdwdzFsee
725,Now the Australian Prime Minister is speaking.  He is well spoken well modulated and manages to make eye contact w… https://t.co/JYeLo6iiOk
726,Yeah well #sad. https://t.co/T7CpdLelxA
727,We are only  reactive to crucial and critical issues of nation building instead of being proactive as a nation. The… https://t.co/afvzHqfrCn
728,There's so many people in the world who need love but have never gotten it. My heart just completely sunk at this… https://t.co/TQrTcCVda1
729,"The #BrexitShambles story so far: 
Do nothing for 9 months
Trigger A50
Spend another 12 months bickering

Host a cr… https://t.co/RQjFJFrWcf"
730,Little marco gets pwned by some pretty righteous high school kids and republicans everywhere are now clamoring for… https://t.co/GUQCRCwcXS
731," @Rudolfofgermany: RIP here rests a ignorant man.
https://t.co/swVUWJ8XbV
#aliens #rip #FlatEarth #ufo # graveyard #sad #yoga #meditatio…"
732,@gsandhu92 Umm so whatcha doin rn 🤔 #sad
733,OMG watching 45 struggling to read his speech at the press conference.  Monotone almost out of breath and doing t… https://t.co/vF0zUEaC1x
734,"@bbcnickrobinson I’m sure you’ll be first to know Nick
#Brexit Broadcasting Corporation 
You have become the equiva… https://t.co/5vaO2obqyB"
735,@ddale8 Stunning to observe the parade of #CPAC2018 speakers. This set of “best people” represents today’s Republican party. #Sad
736,Please tell me this speech by Trump is a SNL spoof #embarrassing #sad
737,@ultsunb LEE Geon is from #Madtown.  In 2014/10 madtown debut under  JTune Camp which was then a subsidiary of JYP… https://t.co/eqZt2YjwTV
738,It must be horrible to vote fear all the time. That's all the Republicans do to keep their constituents in line and… https://t.co/vS7AnDbwQb
739,@Bossip What’s she’s saying is true but did she aforget she told all of America she was blackballed.  Why she insi… https://t.co/AVT0NwGZWS
740,@Project_Veritas @jaketapper @DLoesch Wow some great “journalism “ here... 🙄 #MustBeASlowDay #sad #NothingBurgerWithCheese
741,@ScottAdamsSays Hillary spoke to me about this since she is in very poor health #sad
742,Even if a fetus could scream bloody murder women who have been brainwashed would still murder it. I live in a world… https://t.co/CWZSuREbY4
743,@MLBTV why people from Spain don't have the option to contract the one team only? #Sad
744,@LarsenBee @toddstarnes Based on my informal poll 100% of Trump supporters show they support their @POTUS being di… https://t.co/TgHmwKb5AQ
745,So is a person who dodged the draft 5 times @POTUS #coward #sad https://t.co/T7l9hLlqiq
